Linear regression accuracy is --> 83.4893 %

    Actual Predicted
326      2       -35
327    -50       -37
328     11        -9
329      2       -20
330    -50       -35
331      1        -0
332    -50        12
333    -50         5
334    -50       -15
335      6         0
336      3       -13
337      4       -29
338      2       -24
339      4       -16
340      3         7
341    -50        10
342      2       -12
343      4        15
344      6        -3
345      4        -8
346      0       -10
347    -50       -32
348      2        11
349      3        -9
350      4        -9
351      1       -29
352      7        11
353    -50       -43
354      6         8
355    -50       -28
356    -50       -15
357      4         1
358      1       -20
359     -7       -19
360    -50       -39
361    -50       -29
362      2       -26
363      2         9
364      2       -14
365      2        -7
366    -50       -11
367      2       -10
368     -6       -16
369      3       -16
370      2         8
371      9        -4
372      4        -5
373    -50       -34
374    -50       -38
375      0       -43
376      9         3
377     11         2
378      5         5
379    -50       -25
380      7         0
381    -50       -33
382    -50       -15
383      2        -9
384      5       -24
385    -50       -37
386      4        11
387     10         3
388      9        -4
389     12        -3
390      6       -18
391      4        -7
392      6        -2
393    -50       -20
394    -50       -15
395      2        -6
396      1       -13
397     11        -5
398      8         1
399    -50       -13
400    -50       -26
401      4       -10
402    -50       -28
403    -50       -20
404      6       -16
405      3       -31
406      6       -36
407      6        12
408      5        -9
409      6        -4
410      4       -10
411      3       -14
412      2       -10
413    -50       -37
414      2       -21
415      2       -29
416    -50       -47
417    -50       -11
418    -50       -15
419      2       -14
420      2       -26
